genre_ids,id,title,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,release_year,decade
"[10751, 16, 12, 35]",270946,Penguins of Madagascar,en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",14.1336,2014-11-22,6.53,4438,2014,2010
[35],4256,Scary Movie 3,en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",8.901,2003-10-24,5.963,4438,2003,2000
"[35, 10749]",9919,How to Lose a Guy in 10 Days,en,How to Lose a Guy in 10 Days,"It's the battle of wills, as Andie needs to prove she can dump a guy in 10 days, whereas Ben needs to prove he can win a girl in 10 days. Now, the clock is ticking—and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",8.5421,2003-02-07,6.862,4428,2003,2000
"[27, 28]",924,Dawn of the Dead,en,Dawn of the Dead,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",8.1437,2004-03-19,7.05,4428,2004,2000
[27],764,The Evil Dead,en,The Evil Dead,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",9.715,1981-10-15,7.275,4425,1981,1980
"[18, 53, 80, 9648]",186,Lucky Number Slevin,en,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",5.8638,2006-02-24,7.476,4420,2006,2000
"[10751, 35, 16, 14]",360920,The Grinch,en,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,9.4594,2018-11-08,6.868,4412,2018,2010
"[12, 35, 14, 878]",590223,Love and Monsters,en,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",7.1944,2020-10-16,7.27,4411,2020,2020
"[18, 53, 9648]",399057,The Killing of a Sacred Deer,en,The Killing of a Sacred Deer,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",6.2127,2017-10-20,7.009,4404,2017,2010
[18],205587,The Judge,en,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",7.9764,2014-10-08,7.331,4401,2014,2010
"[12, 14, 10749, 10751]",2270,Stardust,en,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",8.1384,2007-08-10,7.288,4399,2007,2000
"[37, 35, 18]",537996,The Ballad of Buster Scruggs,en,The Ballad of Buster Scruggs,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",6.558,2018-11-09,7.136,4396,2018,2010
"[14, 35]",224141,Into the Woods,en,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",3.5072,2014-12-24,5.76,4393,2014,2010
[37],938,For a Few Dollars More,it,Per qualche dollaro in più,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",7.6716,1965-12-18,8.015,4393,1965,1960
[27],132232,Mama,en,Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",6.794,2013-01-17,6.289,4385,2013,2010
[35],356305,Why Him?,en,Why Him?,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,4.7313,2016-12-22,6.378,4384,2016,2010
"[53, 878, 28, 12]",869,Planet of the Apes,en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",6.4632,2001-07-26,5.768,4384,2001,2000
"[878, 28, 53]",87421,Riddick,en,Riddick,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",6.1363,2013-09-02,6.34,4374,2013,2010
"[35, 37]",188161,A Million Ways to Die in the West,en,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",7.3577,2014-05-22,6.053,4373,2014,2010
[35],227159,Horrible Bosses 2,en,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",7.0144,2014-11-12,6.175,4367,2014,2010
"[35, 10749]",8273,American Wedding,en,American Wedding,"With high school a distant memory, Jim and Michelle are getting married — and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle — prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",7.7001,2003-08-01,6.2,4365,2003,2000
"[80, 28, 27]",503736,Army of the Dead,en,Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",5.4415,2021-05-14,6.21,4362,2021,2020
"[18, 10752, 10749]",770,Gone with the Wind,en,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,21.213,1939-12-15,7.916,4354,1939,1930
"[18, 10749, 53]",116,Match Point,en,Match Point,"Chris, a former tennis pro, takes a job as an instructor and befriends his wealthy young student, Tom. After being introduced to his family, Chris is soon engaged to Tom's sister, Chloe. Despite the professional and financial advantages that this relationship affords him, Chris becomes obsessed with Tom's fiancee, American actress Nola.",5.1315,2005-10-26,7.359,4352,2005,2000
"[27, 28, 53]",1233413,Sinners,en,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",30.8612,2025-04-16,7.468,4352,2025,2020
"[18, 36]",321697,Steve Jobs,en,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",3.9992,2015-10-09,6.776,4350,2015,2010
"[18, 10752]",227306,Unbroken,en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",6.5172,2014-12-25,7.4,4348,2014,2010
"[12, 27]",9392,The Descent,en,The Descent,"After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alone—lurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",7.2406,2005-07-08,6.979,4346,2005,2000
"[35, 10751, 14]",787699,Wonka,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",17.0965,2023-12-06,7.04,4344,2023,2020
"[12, 14, 10751, 18]",34584,The NeverEnding Story,de,Die unendliche Geschichte,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",7.4711,1984-04-06,7.216,4344,1984,1980
"[35, 10749]",3981,What Women Want,en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",6.7846,2000-12-15,6.4,4341,2000,2000
"[14, 28, 53]",834,Underworld: Evolution,en,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",6.3272,2006-01-12,6.6,4341,2006,2000
"[18, 27, 53]",805,Rosemary's Baby,en,Rosemary's Baby,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",7.2107,1968-06-12,7.818,4336,1968,1960
"[53, 9648]",402,Basic Instinct,en,Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",10.9038,1992-03-20,6.939,4333,1992,1990
"[28, 12, 18]",558449,Gladiator II,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",13.5973,2024-11-13,6.615,4331,2024,2020
